Bath,Bed,Price,Property,Sqft
2,2,"$1,792,000",Co-op,"1,400"
1,0,"$850,000",Condos,
2,2,"$2,499,995",Co-op,"1,300"
1,0,"$725,000",Condos,460
1,1,"$780,000",Condos,609
,,"$2,650,000",Condos,
1.5,2,"$6,995,000",Condos,"3,040"
5.5,4,"$11,995,000",Condos,"3,006"
4.5,4,"$14,250,000",Condos,"3,711"
3.5,3,"$2,699,000",Co-op,"2,000"
4,4,"$9,975,000",Condos,"3,164"
2,2,"$1,850,000",Co-op,"1,600"
3.5,3,"$9,550,000",Co-op,
2,2,"$1,850,000",Condos,"1,052"
2,2,"$2,195,000",Condos,"1,325"
1.5,1,"$848,000",Condos,861
3,2,"$2,345,000",Co-op,
1,0,"$795,000",Condos,669
2.5,3,"$2,650,000",Condos,"1,679"
3.5,,"$5,350,000",Condo,"4,600"
2.5,3,"$9,750,000",Condos,"2,844"
1,1,"$550,000",Co-op,
1,0,"$430,000",Condos,
1,1,"$725,000",Co-op,
3,2,"$11,995,000",Condos,"2,610"
1,1,"$615,000",Condos,
1,0,"$295,000",Co-op,
1,1,"$1,175,000",Co-op,
3,2,"$2,395,000",Co-op,
2,2,"$855,000",Condos,"1,066"
1,,"$545,000",Co-op,640
4,4,"$9,950,000",Condos,"6,169"
1,0,"$650,000",Condos,460
4.5,3,"$9,500,000",Condos,"2,165"
1,1,"$799,000",Co-op,
1,2,"$1,495,000",Co-op,
1,1,"$1,150,000",Co-op,
1.5,1,"$950,000",Condos,963
2.5,3,"$5,510,000",Condos,"1,656"
2,2,"$1,995,000",Co-op,
1,2,"$745,000",Co-op,
2,1,"$1,250,000",Co-op,950
1,2,"$1,100,000",Condos,950
1,2,"$1,150,000",Co-op,"1,000"
1,1,"$599,000",Co-op,825
3.5,3,"$7,995,000",Condos,
2,3,"$2,495,000",Co-op,"1,800"
1,0,"$1,895,000",Condos,682
2,2,"$3,790,000",Condos,"1,394"
1,0,"$890,000",Condos,600
3.5,3,"$4,195,000",Condos,"2,139"
4.5,4,"$7,350,000",Condos,"3,114"
5.5,5,"$9,995,000",Condos,"5,194"
3,2,"$3,630,000",Condos,"1,746"
1.5,2,"$1,790,000",Condos,929
1,0,"$699,000",Condos,579
4.5,5,"$4,250,000",House for Sale,"4,074"
2,2,"$2,645,000",Condos,"1,355"
2,2,"$3,045,000",Condos,"1,473"
1.5,1,"$1,685,000",Condos,929
1.5,2,"$2,430,000",Condos,"1,130"
1,1,"$1,875,000",Condos,813
1,1,"$1,215,000",Condos,571
1,0,"$1,185,000",Condos,571
1,0,"$1,495,000",Condos,601
1.5,2,"$800,000",Condos,
1,1,"$585,000",House for Sale,
1,0,"$399,000",Co-op,
1.5,1,"$995,000",House for Sale,"1,063"
1,1,"$695,000",Condos,
3,3,"$1,980,000",Condos,"1,885"
2,2,"$815,000",Condos,753
2.5,2,"$4,875,000",Condos,"1,736"
1,1,"$649,000",Condos,680
2,3,"$9,950,000",Co-op,
1,0,"$519,000",Condos,
2,2,"$2,350,000",Condos,"1,440"
3,4,"$3,250,000",Co-op,
1,1,"$925,000",Co-op,
1,2,"$419,900",Co-op,840
1,2,"$1,475,000",Co-op,"1,100"
2,2,"$1,550,000",House for Sale,"1,205"
2,2,"$1,475,000",Condos,"1,156"
2.5,2,"$3,450,000",Condos,"1,917"
2,2,"$1,499,000",Condos,"1,176"
1,0,"$330,000",Co-op,
3,3,"$3,100,000",Condos,"1,800"
2,3,"$1,450,000",Condos,"1,720"
1,2,"$560,000",Condos,972
1,3,"$599,999",Co-op,"1,000"
4.5,4,"$14,500,000",Condos,"4,658"
1,1,"$735,000",Condos,650
1,,"$575,000",Condos,550
3.5,3,"$6,250,000",Condos,"2,670"
2,2,"$1,630,000",Condos,"1,090"
2.5,2,"$2,695,000",Co-op,
2.5+,2,"$11,500,000",House for Sale,"7,800"
3,3,"$7,500,000",Co-op,"3,475"
2,2,"$3,495,000",Co-op,
2,3,"$5,250,000",Co-op,"2,650"
2,2,"$1,600,000",Condos,"1,200"
1,1,"$745,000",Condos,576
1,3,"$995,000",Co-op,"1,000"
2,2,"$2,650,000",Co-op,"2,452"
1,2,"$1,195,000",Condos,"1,016"
,,"$4,890,000",Condos,"5,500"
1,1,"$1,800,000",Condos,800
1,1,"$1,149,000",Condos,991
5.5,5,"$7,495,000",Co-op,"4,300"
1,1,"$599,999",Co-op,
1,1,"$450,000",Co-op,
1,0,"$689,995",Condos,
1,0,"$565,000",Co-op,
1,0,"$450,000",Co-op,
3,3,"$1,895,000",Co-op,
1,0,"$300,000",Co-op,
1,1,"$539,000",Co-op,
1,1,"$495,000",Condos,632
1,1,"$949,000",Co-op,600
1,1,"$710,000",Co-op,
1,1,"$810,000",Co-op,
2.5,2,"$2,350,000",Co-op,
3,3,"$2,299,000",Co-op,
1,1,"$799,000",Co-op,
2,2,"$1,350,000",Condos,"1,150"
1.5,2,"$1,500,000",Co-op,
1,0,"$850,000",Condos,
1,2,"$1,250,000",Co-op,
4.5,4,"$6,795,000",Condos,
2,1,"$990,000",Condos,800
2,3,"$2,625,000",Condos,"1,660"
1,1,"$795,000",Condos,587
2.5,3,"$6,600,000",Co-op,
1,1,"$780,000",Condos,609
2,2,"$1,792,000",Co-op,"1,400"
2,2,"$2,499,995",Co-op,"1,300"
1,0,"$725,000",Condos,460
,,"$2,650,000",Condos,
1.5,2,"$6,995,000",Condos,"3,040"
4.5,4,"$14,250,000",Condos,"3,711"
3.5,3,"$2,699,000",Co-op,"2,000"
5.5,4,"$11,995,000",Condos,"3,006"
4,4,"$9,975,000",Condos,"3,164"
2,2,"$1,850,000",Co-op,"1,600"
3.5,3,"$9,550,000",Co-op,
2,2,"$1,850,000",Condos,"1,052"
1.5,1,"$848,000",Condos,861
2,2,"$2,195,000",Condos,"1,325"
3,2,"$2,345,000",Co-op,
1,0,"$795,000",Condos,669
2.5,3,"$2,650,000",Condos,"1,679"
3.5,,"$5,350,000",Condo,"4,600"
2.5,3,"$9,750,000",Condos,"2,844"
1,1,"$599,999",Co-op,
1,1,"$450,000",Co-op,
1,0,"$689,995",Condos,
1,0,"$565,000",Co-op,
1,0,"$450,000",Co-op,
3,3,"$1,895,000",Co-op,
1,0,"$300,000",Co-op,
1,1,"$539,000",Co-op,
1,1,"$495,000",Condos,632
1,1,"$949,000",Co-op,600
1,1,"$710,000",Co-op,
1,1,"$810,000",Co-op,
2.5,2,"$2,350,000",Co-op,
3,3,"$2,299,000",Co-op,
1,1,"$799,000",Co-op,
2,2,"$1,350,000",Condos,"1,150"
1.5,2,"$1,500,000",Co-op,
1,0,"$850,000",Condos,
1,2,"$1,250,000",Co-op,
4.5,4,"$6,795,000",Condos,
2,1,"$990,000",Condos,800
2,3,"$2,625,000",Condos,"1,660"
1,1,"$795,000",Condos,587
2.5,3,"$6,600,000",Co-op,
1,1,"$780,000",Condos,609
2,2,"$1,792,000",Co-op,"1,400"
2,2,"$2,499,995",Co-op,"1,300"
1,0,"$725,000",Condos,460
,,"$2,650,000",Condos,
1.5,2,"$6,995,000",Condos,"3,040"
4.5,4,"$14,250,000",Condos,"3,711"
3.5,3,"$2,699,000",Co-op,"2,000"
5.5,4,"$11,995,000",Condos,"3,006"
4,4,"$9,975,000",Condos,"3,164"
2,2,"$1,850,000",Co-op,"1,600"
3.5,3,"$9,550,000",Co-op,
2,2,"$1,850,000",Condos,"1,052"
1.5,1,"$848,000",Condos,861
2,2,"$2,195,000",Condos,"1,325"
3,2,"$2,345,000",Co-op,
1,0,"$795,000",Condos,669
2.5,3,"$2,650,000",Condos,"1,679"
3.5,,"$5,350,000",Condo,"4,600"
2.5,3,"$9,750,000",Condos,"2,844"
4.5,4,"$17,500,000",Condos,"3,466"
1,0,"$650,000",Co-op,
6,5,"$3,000,000",Co-op,
1,1,"$595,000",Co-op,
2.5,2,"$1,100,000",Co-op,"1,590"
4.5,4,"$6,995,000",Co-op,
3,2,"$2,495,000",Co-op,
1,1,"$1,635,000",Co-op,
1,0,"$599,000",Co-op,
1,1,"$1,575,000",Co-op,
1,1,"$1,150,000",Condos,
4.5,4,"$7,715,000",Condos,"3,943"
2.5,2,"$3,800,000",Condos,"2,256"
1,1,"$1,095,000",Co-op,
4,4,"$3,495,000",Co-op,
1,2,"$595,000",Condos,
2,2,"$1,880,000",Condos,"1,050"
2.5,2,"$3,725,000",Condos,"1,888"
1,1,"$749,000",Co-op,960
2,2,"$1,499,000",Co-op,
2,2,"$1,400,000",Condos,945
1,1,"$875,000",Co-op,
1,1,"$355,000",Co-op,400
1,1,"$749,000",Condos,
1,1,"$950,000",Condos,678
1,1,"$950,000",Condos,633
10,9,"$12,000,000",Multi-Family Home,"11,500"
2,2,"$1,850,000",Condos,"1,000"
3,3,"$4,495,000",Co-op,
2.5,1,"$2,950,000",Co-op,"1,557"
1,2,"$1,195,000",Condos,"1,270"
10,12,"$7,499,000",Townhomes,"8,500"
1,1,"$1,450,000",Condos,800
1,1,"$1,275,000",Condos,950
1,1,"$1,250,000",Condos,667
1,1,"$1,200,000",Condos,667
,,"$29,800,000",Townhomes,"14,500"
3.5,3,"$3,495,000",Condos,"1,683"
1,1,"$775,000",Co-op,900
2.5,2,"$645,000",Co-op,"2,000"
6.5,6,"$7,400,000",Condo,"8,446"
2.5,3,"$6,500,000",Co-op,"3,000"
1,1,"$815,000",Condos,"2,711"
1,3,"$775,000",Condos,965
1,1,"$549,000",Co-op,
3,3,"$2,000,000",Co-op,
1,1,"$380,000",Co-op,
10,9,"$18,500,000",House for Sale,"13,000"
1,1,"$899,000",Co-op,
2,3,"$1,995,000",Co-op,
2.5,2,"$2,725,000",Condos,"1,831"
4.5,4,"$9,750,000",Co-op,
1,1,"$650,000",Co-op,
1,0,"$399,900",Co-op,
2,2,"$1,049,000",Co-op,
1,2,"$949,000",Co-op,
2,2,"$1,600,000",Co-op,
2,2,"$975,000",Co-op,
4.5,5,"$12,775,000",Condos,"3,963"
4,4,"$4,500,000",Co-op,
2,2,"$1,895,000",Condos,"1,250"
1,0,"$360,000",Condos,
4,3,"$6,250,000",Condos,"2,666"
2,2,"$1,599,000",Co-op,
3,3,"$4,500,000",Co-op,
1,1,"$675,000",Co-op,
4.5,5,"$22,995,000",Condos,
4.5,5,"$15,750,000",Condos,"3,562"
3,3,"$1,495,000",Co-op,
1,1,"$595,000",Co-op,
2,2,"$1,450,000",Co-op,
2,2,"$859,000",Co-op,
1.5,1,"$879,000",Condos,987
1,1,"$2,295,000",Co-op,
1,0,"$395,000",Co-op,
1,0,"$425,500",Co-op,
1,1,"$348,888",Condos,
1,1,"$749,000",Co-op,
1,1,"$799,000",Condos,643
1,1,"$895,000",Condos,
3.5,4,"$3,990,000",Co-op,"2,860"
2.5,3,"$2,495,000",Co-op,
1,0,"$589,000",Condos,
1,1,"$1,495,000",Condos,955
2,2,"$1,895,000",Condos,"1,565"
1,1,"$415,000",Co-op,
1,,"$65,000",Condo,230
5.5,5,"$11,950,000",Co-op,
2.5,2,"$7,500,000",Condos,"1,724"
1,0,"$650,000",Condos,600
1,1,"$549,000",Co-op,500
1,0,"$850,000",Condos,422
1,1,"$1,198,000",Condos,998
4.5,4,"$7,250,000",Co-op,
2.5,2,"$4,075,000",Condos,"1,674"
1,2,"$750,000",Co-op,"1,050"
1,1,"$750,000",Condos,
1,1,"$755,000",Condos,
1,1,"$758,000",Condos,
4,4,"$5,995,000",House for Sale,"2,365"
9.5,8,"$24,000,000",Condos,"5,808"
2.5,2,"$1,995,000",Co-op,"1,900"
,0,"$6,750,000",Townhomes,
,0,"$11,950,000",Townhomes,
4.5,4,"$5,495,000",Co-op,"3,500"
1,1,"$748,000",Condos,647
2,2,"$5,250,000",Condos,"1,853"
1,1,"$730,000",Co-op,700
3.5,3,"$6,645,000",Condos,"2,347"
4.5,5,"$14,950,000",Townhomes,"6,157"
3.5,3,"$1,900,000",Co-op,"2,400"
2.5,3,"$5,300,000",Condos,"1,980"
3.5,3,"$8,000,000",Condos,"2,500"
3,2,"$2,500,000",Condos,"1,698"
2,2,"$2,195,000",Condos,"1,410"
1.5,1,"$1,375,000",Co-op,
1,1,"$845,000",Condos,791
1,1,"$750,000",Condos,657
1,1,"$780,000",Condos,650
1,1,"$718,000",Condos,635
1,1,"$1,070,000",Condos,522
2,3,"$2,950,000",Condos,"1,400"
1,1,"$1,075,000",Co-op,"1,100"
1.5,1,"$3,595,000",Condos,"1,037"
3.5,3,"$7,350,000",Condos,"2,478"
2,2,"$999,000",Co-op,"1,800"
1,,,Condo,
2,2,"$2,550,000",Condos,"1,386"
4,3,"$8,120,000",Condos,"2,922"
5,6,"$12,250,000",Townhomes,"7,103"
3.5,3,"$3,950,000",Condos,"1,823"
1,1,"$1,095,000",Condos,624
6.5,5,"$40,000,000",Condos,"7,488"
3.5,4,"$16,000,000",Condos,"3,765"
4.5,5,"$8,500,000",Co-op,
1,1,"$549,000",Co-op,
1,1,"$549,000",Co-op,
2,2,"$3,100,000",Condos,"1,911"
1,1,"$659,000",Co-op,
9.5,7,"$29,950,000",Townhomes,"12,380"
2.5,3,"$3,249,000",Co-op,
1,1,"$860,000",Condos,
2,2,"$1,095,000",Co-op,
3.5,3,"$6,730,000",Condos,"2,244"
2,1,"$1,885,000",Condos,"1,809"
3.5,3,"$2,595,000",Co-op,"2,500"
5.5,4,"$11,995,000",Condos,"5,000"
1,1,"$595,000",Co-op,
4.5,4,"$2,895,000",Co-op,"2,400"
2,2,"$1,659,000",Co-op,
1,1,"$579,000",Co-op,
2.5,3,"$950,000",Co-op,"1,400"
4.5,4,"$1,890,000",Townhomes,
1,1,"$530,000",Co-op,
2.5,2,"$2,995,000",Condos,"3,522"
1,1,"$800,000",Condos,
2.5,2,"$23,000,000",Co-op,
3,4,"$4,250,000",Condos,"2,600"
4.5,4,"$7,500,000",Condos,"3,130"
9,7,"$29,950,000",Townhomes,"12,380"
2,2,"$1,074,000",Condos,854
1,0,"$305,000",Co-op,
2,2,"$1,595,000",Co-op,
2,2,"$1,650,000",Co-op,
1,1,"$850,000",Condos,670
1,1,"$770,000",Condos,657
2.5,2,"$2,525,000",Condo,"1,323"
,0,"$1,649,000",Townhomes,"4,560"
1,1,"$1,750,000",Condos,893
2,2,"$1,699,800",Condos,"1,200"
1,0,"$525,000",Condos,465
1,1,"$1,000,000",Condos,814
1,1,"$1,695,000",Condos,763
1,1,"$1,320,000",Condos,653
2,2,"$7,495,000",Condos,"2,144"
1,0,"$1,005,000",Condos,478
1,1,"$599,999",Co-op,
1,1,"$450,000",Co-op,
1,0,"$689,995",Condos,
1,0,"$565,000",Co-op,
1,0,"$450,000",Co-op,
3,3,"$1,895,000",Co-op,
1,0,"$300,000",Co-op,
1,1,"$539,000",Co-op,
1,1,"$495,000",Condos,632
1,1,"$949,000",Co-op,600
1,1,"$710,000",Co-op,
1,1,"$810,000",Co-op,
2.5,2,"$2,350,000",Co-op,
3,3,"$2,299,000",Co-op,
1,1,"$799,000",Co-op,
2,2,"$1,350,000",Condos,"1,150"
1.5,2,"$1,500,000",Co-op,
1,0,"$850,000",Condos,
1,2,"$1,250,000",Co-op,
4.5,4,"$6,795,000",Condos,
2,1,"$990,000",Condos,800
2,3,"$2,625,000",Condos,"1,660"
1,1,"$795,000",Condos,587
2.5,3,"$6,600,000",Co-op,
1,1,"$780,000",Condos,609
2,2,"$1,792,000",Co-op,"1,400"
2,2,"$2,499,995",Co-op,"1,300"
1,0,"$725,000",Condos,460
,,"$2,650,000",Condos,
1.5,2,"$6,995,000",Condos,"3,040"
4.5,4,"$14,250,000",Condos,"3,711"
3.5,3,"$2,699,000",Co-op,"2,000"
5.5,4,"$11,995,000",Condos,"3,006"
4,4,"$9,975,000",Condos,"3,164"
2,2,"$1,850,000",Co-op,"1,600"
3.5,3,"$9,550,000",Co-op,
2,2,"$1,850,000",Condos,"1,052"
1.5,1,"$848,000",Condos,861
2,2,"$2,195,000",Condos,"1,325"
3,2,"$2,345,000",Co-op,
1,0,"$795,000",Condos,669
2.5,3,"$2,650,000",Condos,"1,679"
3.5,,"$5,350,000",Condo,"4,600"
2.5,3,"$9,750,000",Condos,"2,844"
2,2,"$725,000",Co-op,
4.5,4,"$2,650,000",Co-op,
1,0,"$360,000",Co-op,
2,2,"$1,850,000",Condos,
3,2,"$2,495,000",Co-op,
1,1,"$615,000",Co-op,
1,1,"$500,000",Co-op,
4.5,5,"$14,900,000",Co-op,"5,500"
1,2,"$360,000",Co-op,758
2,3,"$440,000",Co-op,
1,1,"$995,000",Co-op,
2,2,"$3,888,000",Condos,"1,350"
1,0,"$1,045,000",Co-op,
2,1,"$733,500",Condos,795
2,3,"$2,295,000",Co-op,
1,0,"$699,000",Condos,572
1,1,"$700,000",Co-op,
2,3,"$3,200,000",Co-op,"1,610"
1,1,"$649,000",Condos,
1,1,"$685,000",Co-op,
2.5,2,"$2,800,000",Condos,"1,535"
2.5,2,"$6,500,000",Co-op,
1,1,"$1,150,000",Condos,782
2.5,2,"$3,925,000",Condos,"1,681"
2,2,"$1,695,000",Condos,"1,167"
1,0,"$385,000",Co-op,
7,5,"$9,950,000",Townhomes,"7,000"
1,1,"$755,000",Condos,700
1,1,"$799,000",Condos,713
3.5,3,"$4,495,000",Condos,"1,995"
2,2,"$2,925,000",Condos,"1,275"
2,2,"$2,100,000",Co-op,"1,500"
1,1,"$1,150,000",Condos,847
2.5,2,"$2,565,000",Condos,"1,382"
3,2,"$2,745,000",Condos,"1,582"
3.5,5,"$4,200,000",House for Sale,"3,225"
1,0,"$420,000",Co-op,500
2,2,"$3,095,000",Condos,"1,500"
3,3,"$4,350,000",Condos,"2,337"
2.5,4,"$6,975,000",Condos,"3,232"
3.5,4,"$4,750,000",Co-op,"2,567"
1,0,"$865,000",Condos,500
1,1,"$1,295,000",Condos,835
1,1,"$1,295,000",Condos,770
3,3,"$2,375,000",Condos,
2.5,2,"$2,000,000",Co-op,"1,400"
2,1,"$1,250,000",Co-op,"1,542"
2.5,3,"$1,535,000",Condop,
1,0,"$420,000",Co-op,
3.5+,3,"$37,000,000",Co-op,
1.5,2,"$1,795,000",Condos,"1,693"
1,0,"$249,000",Co-op,475
,,"$900,000",House for Sale,"3,125"
1,1,"$1,099,000",Condos,
1,0,"$289,000",Co-op,
3.5,3,"$1,195,000",Co-op,
1.5,1,"$3,000,000",Condos,962
1.5,1,"$750,000",Co-op,"1,025"
3.5,3,"$7,195,000",Condos,"3,282"
2.5,2,"$2,500,000",Condos,"1,302"
1,2,"$589,000",Co-op,995
1,1,"$525,000",Co-op,750
5.5,5,"$18,500,000",Co-op,
1,1,"$900,000",Co-op,975
2,2,"$2,495,000",Co-op,"1,350"
1,1,"$395,000",Co-op,650
2.5,2,"$3,100,000",Condos,"1,427"
1,1,"$480,000",Co-op,700
2,2,"$2,247,000",Condos,"1,162"
1,0,"$450,000",Co-op,
1,2,"$850,000",Co-op,700
1.5,2,"$858,000",Condos,862
3.5,3,"$5,950,000",Condos,"2,382"
3.5,3,"$5,300,000",Condos,"2,693"
1,0,"$1,225,000",Condos,653
2.5,2,"$1,395,000",Condos,"1,100"
2,4,"$2,995,000",Co-op,"2,550"
2.5,2,"$5,900,000",Condos,"2,371"
1,1,"$725,000",Condos,600
3.5,3,"$7,500,000",Condos,"3,211"
1,1,"$780,000",Condos,650
1,1,"$1,250,000",Condos,702
1,1,"$1,255,000",Condos,647
1,1,"$1,160,000",Condos,646
1,1,"$949,000",Condos,581
1,1,"$1,175,000",Condos,692
1,1,"$1,095,000",Condos,732
1,1,"$825,000",Condos,747
2,2,"$1,130,000",Condos,"1,104"
2,2,"$1,145,000",Condos,"1,043"
1,1,"$860,000",Condos,675
2,2,"$1,140,000",Condos,"1,093"
1,1,"$755,000",Condos,670
1,1,"$760,000",Condos,646
1,1,"$760,000",Condos,665
1,1,"$775,000",Condos,678
2,3,"$1,560,000",Condos,"1,332"
2,2,"$1,000,000",Condos,919
2,2,"$1,045,000",Condos,919
1,1,"$715,000",Condos,646
2,2,"$1,200,000",Condos,"1,110"
1,1,"$765,000",Condos,643
1,1,"$730,000",Condos,643
1,1,"$755,000",Condos,678
2.5,3,"$4,800,000",Condos,
5.5,5,"$33,000,000",Condos,"5,254"
1,1,"$1,285,000",Condos,658
1,0,"$735,000",Condos,424
1,0,"$745,000",Condos,424
2,2,"$1,995,000",Condos,"1,041"
1,1,"$1,290,000",Condos,653
3.5,3,"$6,880,000",Condos,"2,244"
1,0,"$865,000",Condos,506
2,2,"$2,300,000",Condos,"1,228"
2,2,"$2,250,000",Condos,"1,464"
2.5,3,"$4,995,000",Condos,"1,959"
1,1,"$736,000",Condos,594
1,2,"$1,050,000",Condos,779
2.5,3,"$1,145,000",Condos,"2,431"
5,4,"$3,300,000",Condos,
1.5,1,"$1,875,000",Condos,894
1.5,1,"$950,000",Condos,814
2,2,"$2,295,000",Condos,"1,434"
13,8,"$39,000,000",Townhomes,"13,000"
3.5,3,"$12,995,000",Condos,"3,397"
2.5,3,"$7,895,000",Condos,"3,900"
1,1,"$1,090,000",Condos,889
1,,"$1,250,000",Condos,797
1,1,"$1,245,000",Co-op,730
5.5,4,"$14,950,000",Condos,"3,330"
5,4,"$3,298,000",Condos,"2,682"
1,1,"$800,000",Condos,800
2,2,"$850,000",Co-op,
3.5,3,"$2,750,000",Co-op,
,,"$1,425,000",Condos,"3,470"
1,1,"$839,000",Co-op,
1.5,2,"$999,000",Co-op,
6,5,"$19,500,000",Co-op,
1.5,2,"$1,700,000",Co-op,
2.5,3,"$3,950,000",Condos,"2,256"
1,1,"$775,000",Co-op,
3.5,3,"$10,950,000",Co-op,"4,750"
1,1,"$750,000",Co-op,
2.5,3,"$4,150,000",Co-op,
1,2,"$898,880",Co-op,
2,2,"$900,000",Co-op,"1,200"
2,2,"$1,395,000",Co-op,
2.5,3,"$1,625,000",Condos,"1,477"
2,2,"$1,595,000",Condos,939
1,,"$659,000",Condo,650
1,1,"$569,000",Co-op,
2,2,"$995,000",Condop,"1,300"
2.5,2,"$2,925,000",Condos,"1,800"
2,2,"$1,325,000",Co-op,
1,2,"$1,835,000",Condos,922
1,2,"$1,794,000",Condos,922
1,1,"$675,000",Condos,697
1,0,"$400,000",Co-op,
1,2,"$1,050,000",Co-op,
2.5,2,"$2,550,000",Condos,"1,612"
2,2,"$1,100,000",Condos,"1,043"
1,1,"$590,000",Co-op,
1,0,"$499,000",Co-op,
1,1,"$420,000",Co-op,534
2,3,"$1,665,000",Condos,"1,225"
2,2,"$1,995,000",Condos,"1,262"
1,1,"$995,000",Condos,681
3,3,"$2,495,000",Co-op,"1,950"
3,3,"$4,650,000",Condos,"2,121"
2,2,"$1,595,000",Condos,"1,345"
3,3,"$1,175,000",Co-op,"1,200"
6.5,4,"$18,000,000",Condos,"7,500"
2,2,"$2,511,000",Condos,"1,453"
1,0,"$773,976",Condos,424
1,1,"$1,220,000",Condos,659
1,1,"$1,240,000",Condos,663
4.5,4,"$10,490,000",Condos,"3,529"
2.5,2,"$2,650,000",Condo,"1,524"
2.5,2,"$2,670,000",Condo,"1,526"
2.5,2,"$2,690,000",Condo,"1,462"
2.5,2,"$2,860,000",Condo,"1,476"
2.5,2,"$3,950,000",Condos,"1,579"
4,2,"$2,900,000",Condos,"1,476"
2.5,2,"$2,610,000",Condos,"1,513"
3.5,3,"$3,879,000",Condos,"2,167"
2.5,2,"$2,880,000",Condos,"1,476"
3,3,"$4,750,000",Condos,"1,824"
2.5,2,"$3,690,000",Condos,"1,580"
2,2,"$2,410,000",Condos,"1,235"
2,2,"$2,475,000",Condos,"1,453"
2,2,"$2,493,000",Condos,"1,453"
1,1,"$1,515,000",Condo,699
3.5,4,"$5,200,000",Condos,"2,615"
1,1,"$1,370,000",Condo,699
1,1,"$1,460,000",Condo,699
2,2,"$2,370,000",Condos,"1,235"
2,2,"$2,350,000",Condos,"1,237"
3,3,"$3,915,000",Condos,"2,167"
1,1,"$1,725,000",Condos,
1,1,"$1,735,000",Condos,846
1,1,"$1,505,000",Condos,699
1.5,1,"$1,605,000",Condo,871
1.5,1,"$1,635,000",Condos,"1,002"
1,0,"$925,000",Condos,513
1,0,"$915,000",Condos,513
1,1,"$1,715,000",Condos,846
1.5,1,"$1,595,000",Condos,871
1.5,1,"$1,525,000",Condos,835
1.5,1,"$1,625,000",Condos,"1,002"
1.5,1,"$1,400,000",Condos,887
1.5,1,"$1,535,000",Condo,846
1,0,"$1,400,000",Condos,699
1.5,1,"$1,575,000",Condos,871
1.5,1,"$1,450,000",Condos,894
1,0,"$975,000",Condos,513
1,0,"$985,000",Condos,513
1.5,1,"$1,585,000",Condos,871
1,1,"$975,000",Condos,765
1,1,"$800,000",Condos,696
1,1,"$749,000",Condos,550
2.5,2,"$1,495,000",Co-op,
2.5,2,"$16,900,000",Condos,"2,367"
5.5+,5,"$22,500,000",House for Sale,"6,750"
4.5,5,"$6,750,000",Condos,"7,175"
2,1,"$1,395,000",Condos,"1,062"
2,1,"$2,500,000",Co-op,"1,200"
1.5,3,"$995,000",Co-op,
3.5,3,"$4,995,000",Condos,"2,706"
2,2,"$1,895,000",Co-op,"1,100"
2,3,"$1,500,000",Co-op,
1.5,1,"$1,480,000",Condos,894
1.5,1,"$1,460,000",Condos,891
1,1,"$1,380,000",Condo,699
1.5,1,"$1,420,000",Condos,924
1,0,"$915,000",Condo,512
1,,"$719,000",Condo,
1.5,1,"$1,450,000",Condos,916
1.5,1,"$1,420,000",Condos,894
1,1,"$1,470,000",Condos,699
1,1,"$1,250,000",Condo,695
1,1,"$1,460,000",Condos,894
1,0,"$955,000",Condos,513
1,0,"$885,000",Condos,512
1,0,"$995,000",Condos,478
,1,"$1,250,000",Condos,749
1,0,"$925,000",Condos,513
1,0,"$1,015,000",Condos,478
1,0,"$895,000",Condos,512
1,1,"$1,210,000",Condos,702
1,0,"$905,000",Condos,512
1,0,"$449,000",Co-op,
1,1,"$1,280,000",Condos,646
1,1,"$1,265,000",Condos,702
1.5,3,"$299,000",Co-op,940
1,1,"$1,140,000",Condos,646
1,1,"$1,190,000",Condos,702
1,1,"$1,200,000",Condos,695
1,1,"$1,210,000",Condos,695
1,1,"$1,230,000",Condos,695
2,3,"$1,450,000",Condos,"1,333"
1,1,"$925,000",Co-op,
2,2,"$1,130,000",Condos,"1,043"
1,1,"$760,000",Condos,678
1,1,"$899,000",Condos,685
1,1,"$599,999",Co-op,
1,1,"$450,000",Co-op,
1,0,"$689,995",Condos,
1,0,"$565,000",Co-op,
1,0,"$450,000",Co-op,
3,3,"$1,895,000",Co-op,
1,0,"$300,000",Co-op,
1,1,"$539,000",Co-op,
1,1,"$495,000",Condos,632
1,1,"$949,000",Co-op,600
1,1,"$710,000",Co-op,
1,1,"$810,000",Co-op,
2.5,2,"$2,350,000",Co-op,
3,3,"$2,299,000",Co-op,
1,1,"$799,000",Co-op,
2,2,"$1,350,000",Condos,"1,150"
1.5,2,"$1,500,000",Co-op,
1,0,"$850,000",Condos,
1,2,"$1,250,000",Co-op,
4.5,4,"$6,795,000",Condos,
2,1,"$990,000",Condos,800
2,3,"$2,625,000",Condos,"1,660"
1,1,"$795,000",Condos,587
2.5,3,"$6,600,000",Co-op,
1,1,"$780,000",Condos,609
2,2,"$1,792,000",Co-op,"1,400"
2,2,"$2,499,995",Co-op,"1,300"
1,0,"$725,000",Condos,460
,,"$2,650,000",Condos,
1.5,2,"$6,995,000",Condos,"3,040"
4.5,4,"$14,250,000",Condos,"3,711"
3.5,3,"$2,699,000",Co-op,"2,000"
5.5,4,"$11,995,000",Condos,"3,006"
4,4,"$9,975,000",Condos,"3,164"
2,2,"$1,850,000",Co-op,"1,600"
3.5,3,"$9,550,000",Co-op,
2,2,"$1,850,000",Condos,"1,052"
1.5,1,"$848,000",Condos,861
